type_species,Species,Author,Subspecies,Order,Family,change,sp#
,Celestus ingridae,(WERLER & CAMPBELL 2004),,Sauria,Diploglossidae,,13402
,Celestus laf,"LOTZKAT, HERTZ & KÖHLER 2016",,Sauria,Diploglossidae,,20881
,Celestus legnotus,(CAMPBELL & CAMARILLO 1994),,Sauria,Diploglossidae,,13403
,Celestus macrotus,THOMAS & HEDGES 1989,,Sauria,Diploglossidae,,12069
,Celestus maculatus,(GARMAN 1888),,Sauria,Diploglossidae,elevated from subspecies,24417
,Celestus marcanoi,(SCHWARTZ & INCHAUSTEGUI 1976),,Sauria,Diploglossidae,,12070
,Celestus microblepharis,(UNDERWOOD 1959),,Sauria,Diploglossidae,,12071
,Celestus occiduus,(SHAW 1802),,Sauria,Diploglossidae,,12073
,Celestus orobius,SAVAGE & LIPS 1993,,Sauria,Diploglossidae,,12074
,Celestus rozellae,(SMITH 1942),,Sauria,Diploglossidae,,12075
,Celestus sepsoides,(GRAY 1852),,Sauria,Diploglossidae,,12077
x,Celestus stenurus,(COPE 1862),"Celestus stenurus stenurus (COPE 1862)
Celestus stenurus alloeides SCHWARTZ 1964
Celestus stenurus rugosus COPE 1879
Celestus stenurus weinlandi COPE 1868",Sauria,Diploglossidae,,12078
,Celestus warreni,(SCHWARTZ 1970),,Sauria,Diploglossidae,,12079
x,Cemophora coccinea,(BLUMENBACH 1788),"Cemophora coccinea coccinea (BLUMENBACH 1788)
Cemophora coccinea copei JAN 1863",Serpentes,Colubridae,,12080
,Cemophora lineri,"(WILLIAMS, BROWN & WILSON 1966)",,Serpentes,Colubridae,,21178
x,Cenaspis aenigma,"CAMPBELL, SMITH & HALL 2018",,Serpentes,Colubridae,,21810
x,Centrochelys sulcata,(MILLER 1779),,Testudines,Testudinidae,,12081
x,Centrosaura apodema,(UZZELL 1966),,Sauria,Gymnophthalmidae,,17691
,Cerastes boehmei,WAGNER & WILMS 2010,,Serpentes,Viperidae,,12082
x,Cerastes cerastes,(LINNAEUS 1758),"Cerastes cerastes cerastes (LINNAEUS 1758)
Cerastes cerastes hoofieni WERNER & SIVAN in WERNER et al. 1999",Serpentes,Viperidae,,12083
,Cerastes gasperettii,LEVITON & ANDERSON 1967,"Cerastes gasperettii mendelssohni WERNER & SIVAN in WERNER et al. 1999
Cerastes gasperettii gasperettii LEVITON & ANDERSON 1967",Serpentes,Viperidae,,12084
,Cerastes vipera,(LINNAEUS 1758),,Serpentes,Viperidae,,12085
,Ceratophora aspera,GÜNTHER 1864,,Sauria,Agamidae,,12086
,Ceratophora erdeleni,PETHIYAGODA & MANAMENDRA-ARACHCHI 1998,,Sauria,Agamidae,,12087
,Ceratophora karu,PETHIYAGODA & MANAMENDRA-ARACHCHI 1998,,Sauria,Agamidae,,12088
x,Ceratophora stoddartii,GRAY 1834,,Sauria,Agamidae,,12089
,Ceratophora tennentii,GÜNTHER 1861,,Sauria,Agamidae,,12090
,Ceratophora ukuwelai,"KARUNARATHNA, POYARKOV, AMARASINGHE, SURASINGHE, BUSHUEV, MADAWALA, GORIN & DE SILVA 2020",,Sauria,Agamidae,,23213
,Cerberus australis,(GRAY 1842),,Serpentes,Homalopsidae,,12091
,Cerberus dunsoni,"MURPHY, VORIS & KARNS 2012",,Serpentes,Homalopsidae,,12092
,Cerberus microlepis,BOULENGER 1896,,Serpentes,Homalopsidae,,12093
x,Cerberus rynchops,(SCHNEIDER 1799),,Serpentes,Homalopsidae,,12094
,Cerberus schneiderii,(SCHLEGEL 1837),,Serpentes,Homalopsidae,,12095
x,Cercophis auratus,(SCHLEGEL 1837),,Serpentes,Colubridae,,12096
,Cercosaura anomala,(MÜLLER 1923),,Sauria,Gymnophthalmidae,,17330
,Cercosaura anordosquama,"STURARO, RODRIGUES, COLLI, KNOWLES & AVILA-PIRES 2018",,Sauria,Gymnophthalmidae,,21347
,Cercosaura argulus,PETERS 1862,,Sauria,Gymnophthalmidae,,12097
,Cercosaura bassleri,RUIBAL 1952,,Sauria,Gymnophthalmidae,,20300
,Cercosaura doanae,"ECHEVARRÍA, BARBOZA & VENEGAS 2015",,Sauria,Gymnophthalmidae,,20333
,Cercosaura eigenmanni,(GRIFFIN 1917),,Sauria,Gymnophthalmidae,,12099
,Cercosaura hypnoides,DOAN & LAMAR 2012,,Sauria,Gymnophthalmidae,,12100
,Cercosaura manicata,O’SHAUGHNESSY 1881,"Cercosaura manicata manicata O’SHAUGHNESSY 1881
Cercosaura manicata bolivianus (WERNER 1899)",Sauria,Gymnophthalmidae,,12101
,Cercosaura nigroventris,(GORZULA & SENARIS 1999),,Sauria,Gymnophthalmidae,,12102
x,Cercosaura ocellata,WAGLER 1830,,Sauria,Gymnophthalmidae,,12103
,Cercosaura olivacea,(GRAY 1845),,Sauria,Gymnophthalmidae,,21348
,Cercosaura oshaughnessyi,(BOULENGER 1885),,Sauria,Gymnophthalmidae,,20965
,Cercosaura pacha,"MAMANI, CHAPARRO, CORREA, ALARCÓN, SALAS & CATENAZZI 2020",,Sauria,Gymnophthalmidae,,23232
,Cercosaura parkeri,(RUIBAL 1952),,Sauria,Gymnophthalmidae,,12104
,Cercosaura phelpsorum,(LANCINI 1968),,Sauria,Gymnophthalmidae,,12105
,Cercosaura quadrilineata,BOETTGER 1876,,Sauria,Gymnophthalmidae,,12106
,Cercosaura schreibersii,WIEGMANN 1834,"Cercosaura schreibersii schreibersii WIEGMANN 1834
Cercosaura schreibersii albostrigatus (GRIFFIN 1917)",Sauria,Gymnophthalmidae,,12107
,Cercosaura steyeri,(TEDESCO 1998),,Sauria,Gymnophthalmidae,,12108
x,Cerrophidion godmani,(GÜNTHER 1863),,Serpentes,Viperidae,,12110
,Cerrophidion petlalcalensis,"LOPÉZ-LUNA, VOGT & TORRE-LORANCA 1999",,Serpentes,Viperidae,,12111
,Cerrophidion sasai,"JADIN, TOWNSEND, CASTOE & CAMPBELL 2012",,Serpentes,Viperidae,,12112
,Cerrophidion tzotzilorum,(CAMPBELL 1985),,Serpentes,Viperidae,,12113
,Cerrophidion wilsoni,"JADIN, TOWNSEND, CASTOE & CAMPBELL 2012",,Serpentes,Viperidae,,12114
x,Chalarodon madagascariensis,(PETERS 1854),,Sauria,Opluridae,,12116
,Chalarodon steinkampi,"MIRALLES, GLAW, RATSOAVINA & VENCES 2015",,Sauria,Opluridae,,20199
,Chalcides armitagei,BOULENGER 1922,,Sauria,Scincidae,,12117
,Chalcides bedriagai,(BOSCA 1880),"Chalcides bedriagai bedriagai (BOSCA 1880)
Chalcides bedriagai cobosi VALVERDE 1997
Chalcides bedriagai pistaciae VALVERDE 1966",Sauria,Scincidae,,12118
,Chalcides bottegi,BOULENGER 1898,,Sauria,Scincidae,,12119
,Chalcides boulengeri,ANDERSON 1892,,Sauria,Scincidae,,12120
x,Chalcides chalcides,(LINNAEUS 1758),"Chalcides chalcides chalcides (LINNAEUS 1758)
Chalcides chalcides vittatus (LEUCKART 1828)",Sauria,Scincidae,,12121
,Chalcides coeruleopunctatus,SALVADOR 1975,,Sauria,Scincidae,,12122
,Chalcides colosii,LANZA 1957,,Sauria,Scincidae,,12123
,Chalcides delislei,(LATASTE & ROCHEBRUNE 1876),,Sauria,Scincidae,,12124
,Chalcides ebneri,WERNER 1931,,Sauria,Scincidae,,12125
,Chalcides guentheri,BOULENGER 1887,,Sauria,Scincidae,,12126
,Chalcides lanzai,PASTEUR 1967,,Sauria,Scincidae,,12127
,Chalcides levitoni,PASTEUR 1978,,Sauria,Scincidae,,12128
,Chalcides manueli,HEDIGER 1935,,Sauria,Scincidae,,12129
,Chalcides mauritanicus,(DUMÉRIL & BIBRON 1839),,Sauria,Scincidae,,12130
,Chalcides mertensi,KLAUSEWITZ 1954,,Sauria,Scincidae,,12131
,Chalcides minutus,CAPUTO 1993,,Sauria,Scincidae,,12132
,Chalcides mionecton,(BÖTTGER 1874),"Chalcides mionecton mionecton (BÖTTGER 1874)
Chalcides mionecton trifasciatus CHABANAUD 1917",Sauria,Scincidae,,12133
,Chalcides montanus,WERNER 1931,,Sauria,Scincidae,,12134
,Chalcides ocellatus,(FORSKAL 1775),"Chalcides ocellatus ocellatus (FORSKAL 1775)
Chalcides ocellatus tiligugu (GMELIN 1789)
Chalcides ocellatus linosae BOULENGER 1920
Chalcides ocellatus sacchii LANZA 1954
Chalcides ocellatus subtypicus WERNER 1931
Chalcides ocellatus zavattarii LANZA 1954",Sauria,Scincidae,,12135
,Chalcides parallelus,DOUMERGUE 1901,,Sauria,Scincidae,,12136
,Chalcides pentadactylus,(BEDDOME 1870),,Sauria,Scincidae,,12137
,Chalcides polylepis,BOULENGER 1890,,Sauria,Scincidae,,12138
,Chalcides pseudostriatus,CAPUTO 1993,,Sauria,Scincidae,,12139
,Chalcides pulchellus,MOCQUARD 1906,,Sauria,Scincidae,,12140
,Chalcides ragazzii,BOULENGER 1890,,Sauria,Scincidae,,12141
,Chalcides sepsoides,(AUDOUIN 1829),,Sauria,Scincidae,,12142
,Chalcides sexlineatus,STEINDACHNER 1891,"Chalcides sexlineatus sexlineatus STEINDACHNER 1891
Chalcides sexlineatus bistriatus STEINDACHNER 1891",Sauria,Scincidae,,12143
,Chalcides simonyi,(STEINDACHNER 1891),,Sauria,Scincidae,,21115
,Chalcides sphenopsiformis,(DUMÉRIL 1856),,Sauria,Scincidae,,12144
,Chalcides striatus,(CUVIER 1829),,Sauria,Scincidae,,12145
,Chalcides thierryi,TORNIER 1901,,Sauria,Scincidae,,12146
,Chalcides viridanus,(GRAVENHORST 1851),,Sauria,Scincidae,,12147
x,Chalcidoseps thwaitesi,(GÜNTHER 1872),,Sauria,Scincidae,,12148
,Chamaeleo africanus,LAURENTI 1768,,Sauria,Chamaeleonidae,,12149
,Chamaeleo anchietae,BOCAGE 1872,,Sauria,Chamaeleonidae,,12150
,Chamaeleo arabicus,MATSCHIE 1893,,Sauria,Chamaeleonidae,,12151
,Chamaeleo calcaricarens,BÖHME 1985,,Sauria,Chamaeleonidae,,12152
,Chamaeleo calyptratus,DUMÉRIL & DUMÉRIL 1851,"Chamaeleo calyptratus calyptratus DUMÉRIL & BIBRON 1851
Chamaeleo calyptratus calcarifer PETERS 1871",Sauria,Chamaeleonidae,,12153
x,Chamaeleo chamaeleon,(LINNAEUS 1758),"Chamaeleo chamaeleon chamaeleon (LINNAEUS 1758)
Chamaeleo chamaeleon musae STEINDACHNER 1901
Chamaeleo chamaeleon orientalis PARKER 1938
Chamaeleo chamaeleon recticrista BOETTGER 1880",Sauria,Chamaeleonidae,,12154
,Chamaeleo dilepis,LEACH 1819,"Chamaeleo dilepis dilepis LEACH 1819 
Chamaeleo dilepis idjwiensis LOVERIDGE 1942 
Chamaeleo dilepis isabellinus GÜNTHER 1893 
Chamaeleo dilepis martensi MERTENS 1964 
Chamaeleo dilepis petersii GRAY 1865
Chamaeleo dilepis quilensis BOCAGE 1866
Chamaeleo dilepis roperi BOULENGER 1890
Chamaeleo dilepis ruspolii BOETTGER 1893",Sauria,Chamaeleonidae,,12155
,Chamaeleo gracilis,HALLOWELL 1844,"Chamaeleo gracilis gracilis HALLOWELL 1844
Chamaeleo gracilis etiennei SCHMIDT 1919",Sauria,Chamaeleonidae,,12156
,Chamaeleo laevigatus,GRAY 1863,,Sauria,Chamaeleonidae,,12157
,Chamaeleo monachus,GRAY 1865,,Sauria,Chamaeleonidae,,12158
,Chamaeleo namaquensis,SMITH 1831,,Sauria,Chamaeleonidae,,12159
,Chamaeleo necasi,"ULLENBRUCH, KRAUSE & BÖHME 2007",,Sauria,Chamaeleonidae,,12160
,Chamaeleo senegalensis,DAUDIN 1802,,Sauria,Chamaeleonidae,,12161
,Chamaeleo zeylanicus,LAURENTI 1768,,Sauria,Chamaeleonidae,,12162
x,Chamaelycus christyi,BOULENGER 1919,,Serpentes,Lamprophiidae,,12163
,Chamaelycus fasciatus,(GÜNTHER 1858),,Serpentes,Lamprophiidae,,12164
,Chamaelycus parkeri,(ANGEL 1934),,Serpentes,Lamprophiidae,,12165
,Chamaesaura aenea,(FITZINGER 1843),,Sauria,Cordylidae,,12167
x,Chamaesaura anguina,LINNAEUS 1758,"Chamaesaura anguina anguina (LINNAEUS 1758)
Chamaesaura anguina oligopholis LAURENT 1964",Sauria,Cordylidae,,12168
,Chamaesaura macrolepis,(COPE 1862),,Sauria,Cordylidae,,12169
,Chamaesaura miopropus,BOULENGER 1895,,Sauria,Cordylidae,,12170
,Chamaesaura tenuior,GÜNTHER 1895,,Sauria,Cordylidae,,12171
x,Chapinophis xanthocheilus,CAMPBELL & SMITH 1998,,Serpentes,Colubridae,,12172
x,Charina bottae,(BLAINVILLE 1835),,Serpentes,Boidae,,12173
,Charina umbratica,KLAUBER 1943,,Serpentes,Boidae,,12174
x,Chatogekko amazonicus,(ANDERSSON 1918),,Sauria,Sphaerodactylidae,,12175
,Chelodina burrungandjii,"THOMSON, KENNETT & GEORGES 2000",,Testudines,Chelidae,,12176
,Chelodina canni,MCCORD & THOMSON 2002,,Testudines,Chelidae,,12177
,Chelodina expansa,GRAY 1857,,Testudines,Chelidae,,12179
,Chelodina gunaleni,MCCORD & JOSEPH-OUNI 2007,,Testudines,Chelidae,,12180
,Chelodina kuchlingi,CANN 1997,,Testudines,Chelidae,,12181
,Chelodina kurrichalpongo,"(JOSEPH-OUNI, MCCORD, CANN & SMALES 2019)",,Testudines,Chelidae,,22642
x,Chelodina longicollis,(SHAW 1794),,Testudines,Chelidae,,12182
,Chelodina mccordi,RHODIN 1994,"Chelodina mccordi mccordi RHODIN 1994
Chelodina mccordi timorensis MCCORD, JOSEPH-OUNION & HAGEN 2007",Testudines,Chelidae,,12183
,Chelodina novaeguineae,BOULENGER 1888,,Testudines,Chelidae,,12184
,Chelodina oblonga,GRAY 1841,,Testudines,Chelidae,,12178
,Chelodina parkeri,RHODIN & MITTERMEIER 1976,,Testudines,Chelidae,,12186
,Chelodina pritchardi,RHODIN 1994,,Testudines,Chelidae,,12187
,Chelodina reimanni,PHILIPPEN & GROSSMANN 1990,,Testudines,Chelidae,,12188
,Chelodina rugosa,OGILBY 1889,,Testudines,Chelidae,,12185
,Chelodina steindachneri,SIEBENROCK 1914,,Testudines,Chelidae,,12189
,Chelodina walloyarrina,MCCORD & JOSEPH-OUNI 2007,,Testudines,Chelidae,elevated from subspecies,24305
x,Chelonia mydas,(LINNAEUS 1758),,Testudines,Cheloniidae,,12191
x,Chelonoidis carbonarius,(SPIX 1824),,Testudines,Testudinidae,,12194
,Chelonoidis chilensis,(GRAY 1870),,Testudines,Testudinidae,,12196
,Chelonoidis denticulatus,(LINNAEUS 1766),,Testudines,Testudinidae,,12198
,Chelonoidis niger,(QUOY & GAIMARD 1824),"Chelonoidis niger abingdonii (GÜNTHER 1877)
Chelonoidis niger becki (ROTHSCHILD 1901)
Chelonoidis niger chathamensis (VAN DENBURGH 1907)
Chelonoidis niger darwini (VAN DENBURGH 1907)
Chelonoidis niger donfaustoi POULAKAKIS et al. 2015
Chelonoidis niger duncanensis (PRITCHARD 1996)
Chelonoidis niger guntheri (BAUR 1889)
Chelonoidis niger hoodensis (VAN DENBURGH 1907)
Chelonoidis niger microphyes (GÜNTHER 1875)
Chelonoidis niger niger (QUOY & GAIMARD 1824)
Chelonoidis niger phantasticus (VAN DENBURGH 1907)
Chelonoidis niger porteri (ROTHSCHILD 1903)
Chelonoidis niger vandenburghi (DESOLA 1930)
Chelonoidis niger vicina (GÜNTHER 1874)",Testudines,Testudinidae,,12201
x,Chelosania brunnea,GRAY 1845,,Sauria,Agamidae,,12205
x,Chelus fimbriata,(SCHNEIDER 1783),,Testudines,Chelidae,,12206
,Chelus orinocensis,"VARGAS-RAMÍREZ, CABALLERO, MORALES-BETANCOURT, LASSO, AMAYA, MARTÎNEZ, SILVA-VIANA, VOGT, PIRES-FARIAS, HRBEK, CAMPBELL & FRITZ 2020",,Testudines,Chelidae,,22881
,Chelydra acutirostris,PETERS 1862,,Testudines,Chelydridae,,12207
,Chelydra rossignonii,(BOCOURT 1868),,Testudines,Chelydridae,,12208
x,Chelydra serpentina,(LINNAEUS 1758),,Testudines,Chelydridae,,12209
x,Chersina angulata,(SCHWEIGGER 1812),,Testudines,Testudinidae,,12210
,Chersobius boulengeri,(DUERDEN 1906),,Testudines,Testudinidae,,14796
x,Chersobius signatus,(GMELIN 1789),,Testudines,Testudinidae,,14798
,Chersobius solus,(BRANCH 2007),,Testudines,Testudinidae,,14799
,Chersodromus australis,"CANSECO-MÁRQUEZ, RAMÍREZ-GONZÁLEZ & CAMPBELL 2018",,Serpentes,Colubridae,,21472
x,Chersodromus liebmanni,REINHARDT 1861,,Serpentes,Colubridae,,12211
,Chersodromus nigrum,"CANSECO-MÁRQUEZ, RAMÍREZ-GONZÁLEZ & CAMPBELL 2018",,Serpentes,Colubridae,,21475
,Chersodromus rubriventris,(TAYLOR 1949),,Serpentes,Colubridae,,12212
,Chilabothrus ampelophis,"LANDESTOY, REYNOLDS & HENDERSON 2021",,Serpentes,Boidae,,24127
,Chilabothrus angulifer,(COCTEAU & BIBRON 1840),,Serpentes,Boidae,,12213
,Chilabothrus argentum,"REYNOLDS, PUENTE-ROLÓN, GENEVA, AVILES-RODRIGUEZ & HERRMANN 2016",,Serpentes,Boidae,,20539
,Chilabothrus chrysogaster,(COPE 1871),"Chilabothrus chrysogaster chrysogaster (COPE 1871)
Chilabothrus chrysogaster relicquus (BARBOUR & SHREVE 1935)",Serpentes,Boidae,,12214
,Chilabothrus exsul,(NETTING & GOIN 1944),,Serpentes,Boidae,,12215
,Chilabothrus fordii,(GÜNTHER 1861),"Chilabothrus fordii fordii (GÜNTHER 1861)
Chilabothrus fordii agametus (SHEPLAN & SCHWARTZ 1974)
Chilabothrus fordii manototus (SCHWARTZ 1979)",Serpentes,Boidae,,12216
,Chilabothrus gracilis,FISCHER 1888,"Chilabothrus gracilis gracilis (FISCHER 1888)
Chilabothrus gracilis hapalus (SHEPLAN & SCHWARTZ 1974)",Serpentes,Boidae,,12217
,Chilabothrus granti,(STULL 1933),,Serpentes,Boidae,,20363
x,Chilabothrus inornatus,(REINHARDT 1843),,Serpentes,Boidae,,12218
,Chilabothrus monensis,(ZENNECK 1898),,Serpentes,Boidae,,12219
,Chilabothrus schwartzi,(BUDEN 1975),,Serpentes,Boidae,,21359
,Chilabothrus striatus,(FISCHER 1856),"Chilabothrus striatus striatus (FISCHER 1856)
Chilabothrus striatus exagistus (SHEPLAN & SCHWARTZ 1974)
Chilabothrus striatus warreni (SHEPLAN & SCHWARTZ 1974)",Serpentes,Boidae,,12220
,Chilabothrus strigilatus,(COPE 1862),"Chilabothrus strigilatus ailurus SHEPLAN & SCHWARTZ 1974
Chilabothrus strigilatus fosteri BARBOUR 1941
Chilabothrus strigilatus fowleri SHEPLAN & SCHWARTZ 1974
Chilabothrus strigilatus mccraniei SHEPLAN & SCHWARTZ 1974
Chilabothrus strigilatus strigilatus (COPE 1863)",Serpentes,Boidae,,12221
,Chilabothrus subflavus,(STEJNEGER 1901),,Serpentes,Boidae,,12222
x,Chilorhinophis butleri,WERNER 1907,,Serpentes,Atractaspididae,,12225
,Chilorhinophis gerardi,(BOULENGER 1913),"Chilorhinophis gerardi tanganyikae LOVERIDGE 1951
Chilorhinophis gerardi gerardi (BOULENGER 1913)",Serpentes,Atractaspididae,,12226
,Chioninia coctei,(DUMÉRIL & BIBRON 1839),,Sauria,Scincidae,,12230
x,Chioninia delalandii,(DUMÉRIL & BIBRON 1839),,Sauria,Scincidae,,12231
,Chioninia fogoensis,(O'SHAUGHNESSY 1874),,Sauria,Scincidae,,12232
,Chioninia nicolauensis,(SCHLEICH 1987),,Sauria,Scincidae,,12234
,Chioninia spinalis,(BOULENGER 1906),"Chioninia spinalis spinalis (BOULENGER 1906)
Chioninia spinalis boavistensis MIRALLES, VASCONCELOS, PERERA, HARRIS & CARRANZA 2010
Chioninia spinalis maioensis (MERTENS 1955)
Chioninia spinalis salensis (ANGEL 1935)
Chioninia spinalis santiagoensis MIRALLES, VASCONCELOS, PERERA, HARRIS & CARRANZA 2010",Sauria,Scincidae,,12235
,Chioninia stangeri,(GRAY 1845),,Sauria,Scincidae,,12236
,Chioninia vaillantii,(BOULENGER 1887),"Chioninia vaillantii vaillantii BOULENGER 1887
Chioninia vaillantii xanthotis MIRALLES, VASCONCELOS, PERERA, HARRIS & CARRANZA 2010",Sauria,Scincidae,,12237
,Chirindia ewerbecki,WERNER 1910,"Chirindia ewerbecki ewerbecki WERNER 1910
Chirindia ewerbecki nanguruwensis (LOVERIDGE 1962)",Amphisbaenia,Amphisbaenidae,,12238
,Chirindia langi,FITZSIMONS 1939,"Chirindia langi langi (FITZSIMONS) 1939
Chirindia langi occidentalis JACOBSEN 1984",Amphisbaenia,Amphisbaenidae,,12239
,Chirindia mpwapwaensis,(LOVERIDGE 1932),,Amphisbaenia,Amphisbaenidae,,12240
,Chirindia rondoensis,(LOVERIDGE 1941),,Amphisbaenia,Amphisbaenidae,,12241
x,Chirindia swynnertoni,BOULENGER 1907,,Amphisbaenia,Amphisbaenidae,,12242
,Chironius bicarinatus,(WIED-NEUWIED 1820),,Serpentes,Colubridae,,12243
,Chironius brazili,HAMDAN & FERNANDES 2015,,Serpentes,Colubridae,,20323
x,Chironius carinatus,(LINNAEUS 1758),,Serpentes,Colubridae,,12244
,Chironius challenger,KOK 2010,,Serpentes,Colubridae,,12245
,Chironius diamantina,FERNANDES & HAMDAN 2014,,Serpentes,Colubridae,,12246
,Chironius exoletus,(LINNAEUS 1758),,Serpentes,Colubridae,,12247
,Chironius flavolineatus,(JAN 1863),,Serpentes,Colubridae,,12248
,Chironius flavopictus,(WERNER 1909),,Serpentes,Colubridae,,12249
,Chironius foveatus,BAILEY 1955,,Serpentes,Colubridae,,12250
,Chironius fuscus,(LINNAEUS 1758),,Serpentes,Colubridae,,12251
,Chironius gouveai,"ENTIAUSPE-NETO, LÚCIO-LYRA, KOCH, MARQUES-QUINTELA, DIESEL-ABEGG & LOEBMANN 2020",,Serpentes,Colubridae,,23107
,Chironius grandisquamis,(PETERS 1869),,Serpentes,Colubridae,,12252
,Chironius laevicollis,(WIED-NEUWIED 1824),,Serpentes,Colubridae,,12253
,Chironius laurenti,"DIXON, WIEST & CEI 1993",,Serpentes,Colubridae,,12254
,Chironius leucometapus,"DIXON, WIEST & CEI 1993",,Serpentes,Colubridae,,12255
,Chironius maculoventris,"DIXON, WIEST & CEI 1993",,Serpentes,Colubridae,,12256
,Chironius monticola,ROZE 1952,,Serpentes,Colubridae,,12257
,Chironius multiventris,SCHMIDT & WALKER 1943,,Serpentes,Colubridae,,12258
,Chironius quadricarinatus,(BOIE 1827),,Serpentes,Colubridae,,12259
,Chironius scurrulus,(WAGLER 1824),,Serpentes,Colubridae,,12260
,Chironius septentrionalis,"DIXON, WIEST & CEI 1993",,Serpentes,Colubridae,,12261
,Chironius spixii,(HALLOWELL 1845),,Serpentes,Colubridae,,12262
,Chironius vincenti,(BOULENGER 1891),,Serpentes,Colubridae,,12263
,Chitra chitra,NUTAPHAND 1986,"Chitra chitra javanensis MCCORD & PRITCHARD 2003
Chitra chitra chitra NUTAPHAND 1986",Testudines,Trionychidae,,12264
x,Chitra indica,(GRAY 1831),,Testudines,Trionychidae,,12265
,Chitra vandijki,MCCORD & PRITCHARD 2003,,Testudines,Trionychidae,,12266
x,Chlamydosaurus kingii,GRAY 1825,,Sauria,Agamidae,,12267
,Chlorosoma dunupyana,"MELO-SAMPAIO, PASSOS, MARTINS, JENNINGS, MOURA-LEITE, MORATO, VENEGAS, CHÁVEZ, VENÂNCIO & SOUZA 2020",,Serpentes,Colubridae,,23478
,Chlorosoma laticeps,(WERNER 1900),,Serpentes,Colubridae,,17285
x,Chlorosoma viridissimum,(LINNAEUS 1758),,Serpentes,Colubridae,,17296
x,Chondrodactylus angulifer,PETERS 1870,"Chondrodactylus angulifer namibensis HAACKE 1976
Chondrodactylus angulifer angulifer PETERS 1870",Sauria,Gekkonidae,,12268
,Chondrodactylus bibronii,(SMITH 1846),,Sauria,Gekkonidae,,12269
,Chondrodactylus fitzsimonsi,(LOVERIDGE 1947),,Sauria,Gekkonidae,,12270
,Chondrodactylus laevigatus,(FISCHER 1888),,Sauria,Gekkonidae,,16987
,Chondrodactylus pulitzerae,(SCHMIDT 1933),,Sauria,Gekkonidae,,20135
,Chondrodactylus turneri,(GRAY 1864),,Sauria,Gekkonidae,,12271
,Christinus alexanderi,(STORR 1987),,Sauria,Gekkonidae,,12272
,Christinus guentheri,(BOULENGER 1885),,Sauria,Gekkonidae,,12273
x,Christinus marmoratus,(GRAY 1845),,Sauria,Gekkonidae,,12274
,Chrysemys dorsalis,AGASSIZ 1857,,Testudines,Emydidae,,12275
x,Chrysemys picta,(SCHNEIDER 1783),"Chrysemys picta picta (SCHNEIDER 1783)
Chrysemys picta bellii (GRAY 1831)
Chrysemys picta marginata AGASSIZ 1857",Testudines,Emydidae,,12276
x,Chrysopelea ornata,(SHAW 1802),"Chrysopelea ornata ornata (SHAW 1802)
Chrysopelea ornata ornatissima WERNER 1925",Serpentes,Colubridae,,12277
,Chrysopelea paradisi,BOIE 1827,"Chrysopelea paradisi paradisi BOIE 1827
Chrysopelea paradisi celebensis MERTENS 1968
Chrysopelea paradisi variabilis MERTENS 1968",Serpentes,Colubridae,,12278
,Chrysopelea pelias,(LINNAEUS 1758),,Serpentes,Colubridae,,12279
,Chrysopelea rhodopleuron,BOIE 1827,"Chrysopelea rhodopleuron rhodopleuron BOIE 1827
Chrysopelea rhodopleuron viridis FISCHER 1880",Serpentes,Colubridae,,12280
,Chrysopelea taprobanica,SMITH 1943,,Serpentes,Colubridae,,12281
x,Claudius angustatus,COPE 1865,,Testudines,Kinosternidae,,12282
x,Clelia clelia,(DAUDIN 1803),"Clelia clelia clelia (DAUDIN 1803)
Clelia clelia groomei GREER 1965",Serpentes,Colubridae,,12283
,Clelia equatoriana,(AMARAL 1924),,Serpentes,Colubridae,,12284
,Clelia errabunda,UNDERWOOD 1993,,Serpentes,Colubridae,,12285
,Clelia hussami,"MORATO, FRANCO & SANCHES 2003",,Serpentes,Colubridae,,12286
,Clelia langeri,REICHLE & EMBERT 2005,,Serpentes,Colubridae,,12287
,Clelia plumbea,(WIED-NEUWIED 1820),,Serpentes,Colubridae,,12288
,Clelia scytalina,(COPE 1867),,Serpentes,Colubridae,,12289
x,Clemmys guttata,(SCHNEIDER 1792),,Testudines,Emydidae,,12290
x,Clonophis kirtlandii,(KENNICOTT 1856),,Serpentes,Colubridae,,12291
,Cnemaspis aaronbaueri,"SAYYED, GRISMER, CAMPBELL & DILEEPKUMAR 2019",,Sauria,Gekkonidae,,22277
,Cnemaspis aceh,"ISKANDAR, MCGUIRE & AMARASINGHE 2017",,Sauria,Gekkonidae,,20854
,Cnemaspis adangrawi,"AMPAI, RUJIRAWAN, WOOD, STUART & AOWPHOL 2019",,Sauria,Gekkonidae,,22173
,Cnemaspis adii,"SRINIVASULU, KUMAR & SRINIVASULU 2015",,Sauria,Gekkonidae,,20243
,Cnemaspis affinis,(STOLICZKA 1870),,Sauria,Gekkonidae,,12292
,Cnemaspis africana,(WERNER 1896),,Sauria,Gekkonidae,,12293
,Cnemaspis agarwali,KHANDEKAR 2019,,Sauria,Gekkonidae,,21979
,Cnemaspis ajijae,"SAYYED, PYRON & DILEEPKUMAR 2018",,Sauria,Gekkonidae,,21598
,Cnemaspis alantika,"BAUER, CHIRIO, INEICH & LEBRETON 2006",,Sauria,Gekkonidae,,12294
,Cnemaspis alwisi,MENDIS WICKRAMASINGHE & MUNINDRADASA 2007,,Sauria,Gekkonidae,,12295
,Cnemaspis amba,"KHANDEKAR, THACKERAY & AGARWAL 2019",,Sauria,Gekkonidae,,22454
