"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","Species_ph","SPID"
"Marmota flaviventris","mammal","Rodentia","Sciuridae",28,"prec",0.0953450676831874,0.0956355710895546,0.04,"Marmota_flaviventris","SP211"
"Marmota monax","mammal","Rodentia","Sciuridae",28,"prec",0.299019746425107,0.308442750052826,0.04,"Marmota_monax","SP212"
"Martes americana","mammal","Carnivora","Mustelidae",139,"prec",0.417746981700273,0.444959582674546,0.00735294117647059,"Martes_americana","SP213"
"Martes pennanti","mammal","Carnivora","Mustelidae",21,"prec",-0.110212033348507,-0.110661551236852,0.0555555555555556,"Martes_pennanti","SP214"
"Mastomys natalensis","mammal","Rodentia","Muridae",20,"prec",0.1864599639356,0.188667096139163,0.0588235294117647,"Mastomys_natalensis","SP215"
"Megaderma spasma","mammal","Chiroptera","Megadermatidae",11,"prec",0.457479882181271,0.494119473451207,0.125,"Megaderma_spasma","SP216"
"Megaerops wetmorei","mammal","Chiroptera","Pteropodidae",5,"prec",-0.503445905529098,-0.553911296799166,0.5,"Megaerops_wetmorei","SP217"
"Melanomys caliginosus","mammal","Rodentia","Cricetidae",9,"prec",0.347954915925799,0.363115069432446,0.166666666666667,"Melanomys_caliginosus","SP218"
"Melomys rufescens","mammal","Rodentia","Muridae",5,"prec",-0.387006280656671,-0.408274129210751,0.5,"Melomys_rufescens","SP219"
"Mephitis mephitis","mammal","Carnivora","Mephitidae",16,"prec",0.243103078442448,0.248069469041759,0.0769230769230769,"Mephitis_mephitis","SP220"
"Meriones meridianus","mammal","Rodentia","Muridae",23,"prec",-0.160928709986242,-0.162339951381089,0.05,"Meriones_meridianus","SP221"
"Meriones tamariscinus","mammal","Rodentia","Muridae",5,"prec",-0.89758108192649,-1.45963189846323,0.5,"Meriones_tamariscinus","SP222"
"Meriones unguiculatus","mammal","Rodentia","Muridae",20,"prec",-0.0646718400236097,-0.064762229139641,0.0588235294117647,"Meriones_unguiculatus","SP223"
"Mesophylla macconnelli","mammal","Chiroptera","Phyllostomidae",7,"prec",-0.890431772918299,-1.42400654982333,0.25,"Mesophylla_macconnelli","SP224"
"Metachirus nudicaudatus","mammal","Didelphimorphia","Didelphidae",8,"prec",0.322444741573905,0.334373133935088,0.2,"Metachirus_nudicaudatus","SP225"
"Micaelamys namaquensis","mammal","Rodentia","Muridae",22,"prec",0.256235628508241,0.262075326030613,0.0526315789473684,"Micaelamys_namaquensis","SP226"
"Microdipodops megacephalus","mammal","Rodentia","Heteromyidae",53,"prec",-0.0755511520479806,-0.0756953944392149,0.02,"Microdipodops_megacephalus","SP227"
"Microdipodops pallidus","mammal","Rodentia","Heteromyidae",31,"prec",0.117777512187401,0.118326675379918,0.0357142857142857,"Microdipodops_pallidus","SP228"
"Micronycteris megalotis","mammal","Chiroptera","Phyllostomidae",16,"prec",-0.292569054062366,-0.301373504928612,0.0769230769230769,"Micronycteris_megalotis","SP229"
"Micronycteris minuta","mammal","Chiroptera","Phyllostomidae",6,"prec",-0.361037581905394,-0.37807848834785,0.333333333333333,"Micronycteris_minuta","SP230"
"Microtus agrestis","mammal","Rodentia","Cricetidae",6,"prec",-0.481131718884539,-0.524455846061112,0.333333333333333,"Microtus_agrestis","SP231"
"Microtus californicus","mammal","Rodentia","Cricetidae",132,"prec",-0.208922556193999,-0.212044461650658,0.00775193798449612,"Microtus_californicus","SP232"
"Microtus canicaudus","mammal","Rodentia","Cricetidae",5,"prec",0.143329708129868,0.144323479893867,0.5,"Microtus_canicaudus","SP233"
"Microtus chrotorrhinus","mammal","Rodentia","Cricetidae",6,"prec",0.281862899418725,0.289704595162974,0.333333333333333,"Microtus_chrotorrhinus","SP234"
"Microtus gregalis","mammal","Rodentia","Cricetidae",30,"prec",0.145985879770102,0.147036424001156,0.037037037037037,"Microtus_gregalis","SP235"
"Microtus ilaeus","mammal","Rodentia","Cricetidae",5,"prec",0.582668813641942,0.66649385257342,0.5,"Microtus_ilaeus","SP236"
"Microtus longicaudus","mammal","Rodentia","Cricetidae",508,"prec",0.0916784366710325,0.0919365902420996,0.00198019801980198,"Microtus_longicaudus","SP237"
"Microtus mexicanus","mammal","Rodentia","Cricetidae",24,"prec",0.184647431370169,0.186789931893574,0.0476190476190476,"Microtus_mexicanus","SP238"
"Microtus miurus","mammal","Rodentia","Cricetidae",93,"prec",-0.133470261927461,-0.134271402829253,0.0111111111111111,"Microtus_miurus","SP239"
"Microtus montanus","mammal","Rodentia","Cricetidae",195,"prec",-0.0419560531212345,-0.0419806977145494,0.00520833333333333,"Microtus_montanus","SP240"
"Microtus ochrogaster","mammal","Rodentia","Cricetidae",80,"prec",-0.301334664355426,-0.310986914998161,0.012987012987013,"Microtus_ochrogaster","SP241"
"Microtus oeconomus","mammal","Rodentia","Cricetidae",452,"prec",0.188360625955721,0.190636945092218,0.0022271714922049,"Microtus_oeconomus","SP242"
"Microtus oregoni","mammal","Rodentia","Cricetidae",99,"prec",-0.0994096214611512,-0.0997390412622164,0.0104166666666667,"Microtus_oregoni","SP243"
"Microtus pennsylvanicus","mammal","Rodentia","Cricetidae",379,"prec",0.17928413374049,0.181242949999647,0.00265957446808511,"Microtus_pennsylvanicus","SP244"
"Microtus pinetorum","mammal","Rodentia","Cricetidae",20,"prec",-0.770933080393639,-1.02262383225495,0.0588235294117647,"Microtus_pinetorum","SP245"
"Microtus richardsoni","mammal","Rodentia","Cricetidae",35,"prec",0.243015896483976,0.247976813167395,0.03125,"Microtus_richardsoni","SP246"
"Microtus townsendii","mammal","Rodentia","Cricetidae",40,"prec",0.0169844229064512,0.0169860563581926,0.027027027027027,"Microtus_townsendii","SP247"
"Microtus xanthognathus","mammal","Rodentia","Cricetidae",59,"prec",0.168327893310311,0.169945296979326,0.0178571428571429,"Microtus_xanthognathus","SP248"
"Mimon crenulatum","mammal","Chiroptera","Phyllostomidae",8,"prec",0.0159519789496908,0.0159533322331192,0.2,"Mimon_crenulatum","SP249"
"Miniopterus australis","mammal","Chiroptera","Miniopteridae",12,"prec",-0.877963159787383,-1.36681003737174,0.111111111111111,"Miniopterus_australis","SP250"
"Miniopterus schreibersii","mammal","Chiroptera","Miniopteridae",17,"prec",-0.331158047625175,-0.344128383614672,0.0714285714285714,"Miniopterus_schreibersii","SP251"
"Molossops temminckii","mammal","Chiroptera","Molossidae",23,"prec",0.476015237722453,0.517819362246054,0.05,"Molossops_temminckii","SP252"
"Molossus molossus","mammal","Chiroptera","Molossidae",60,"prec",0.160605873310104,0.162008549241618,0.0175438596491228,"Molossus_molossus","SP253"
"Molossus rufus","mammal","Chiroptera","Molossidae",14,"prec",-0.0164239762250054,-0.0164254532368089,0.0909090909090909,"Molossus_rufus","SP254"
"Molossus sinaloae","mammal","Chiroptera","Molossidae",5,"prec",0.66688592885535,0.805113732048479,0.5,"Molossus_sinaloae","SP255"
"Monophyllus plethodon","mammal","Chiroptera","Phyllostomidae",18,"prec",-0.411325344361794,-0.437205419361589,0.0666666666666667,"Monophyllus_plethodon","SP256"
"Mops condylurus","mammal","Chiroptera","Molossidae",5,"prec",0.483733543532117,0.527846917013647,0.5,"Mops_condylurus","SP257"
"Mormoops megalophylla","mammal","Chiroptera","Mormoopidae",7,"prec",-0.507093904152667,-0.55880991385953,0.25,"Mormoops_megalophylla","SP258"
"Murexechinus melanurus","mammal","Dasyuromorphia","Dasyuridae",5,"prec",0.932778566986004,1.6793608891201,0.5,"Murexechinus_melanurus","SP259"
"Mus minutoides","mammal","Rodentia","Muridae",8,"prec",-0.053589301373845,-0.0536406894371773,0.2,"Mus_minutoides","SP260"
"Mus musculus","mammal","Rodentia","Muridae",291,"prec",-0.169914069838336,-0.171578177382495,0.00347222222222222,"Mus_musculus","SP261"
"Mus triton","mammal","Rodentia","Muridae",7,"prec",0.189796148116304,0.192125691166016,0.25,"Mus_triton","SP262"
"Mustela erminea","mammal","Carnivora","Mustelidae",261,"prec",-0.286011986040171,-0.294217525065523,0.00387596899224806,"Mustela_erminea","SP263"
"Mustela frenata","mammal","Carnivora","Mustelidae",84,"prec",-0.0360159846414826,-0.0360315694981259,0.0123456790123457,"Mustela_frenata","SP264"
"Mustela nivalis","mammal","Carnivora","Mustelidae",47,"prec",0.301133454723517,0.31076562508507,0.0227272727272727,"Mustela_nivalis","SP265"
"Myocastor coypus","mammal","Rodentia","Myocastoridae",7,"prec",-0.0125820950927247,-0.0125827591092522,0.25,"Myocastor_coypus","SP266"
"Myodes californicus","mammal","Rodentia","Cricetidae",61,"prec",0.330036240502595,0.34286892436153,0.0172413793103448,"Myodes_californicus","SP267"
"Myodes gapperi","mammal","Rodentia","Cricetidae",380,"prec",0.240737563676308,0.245556903823356,0.0026525198938992,"Myodes_gapperi","SP268"
"Myodes glareolus","mammal","Rodentia","Cricetidae",27,"prec",-0.0911922760277708,-0.0914463308119585,0.0416666666666667,"Myodes_glareolus","SP269"
"Myodes rufocanus","mammal","Rodentia","Cricetidae",53,"prec",-0.0311197654313725,-0.0311298171458495,0.02,"Myodes_rufocanus","SP270"
"Myodes rutilus","mammal","Rodentia","Cricetidae",736,"prec",0.131218700192923,0.131979700754358,0.00136425648021828,"Myodes_rutilus","SP271"
"Myopus schisticolor","mammal","Rodentia","Cricetidae",18,"prec",-0.174512041226629,-0.176316689796786,0.0666666666666667,"Myopus_schisticolor","SP272"
"Myotis adversus","mammal","Chiroptera","Vespertilionidae",5,"prec",-0.139715747494036,-0.140635652594033,0.5,"Myotis_adversus","SP273"
"Myotis albescens","mammal","Chiroptera","Vespertilionidae",17,"prec",-0.0400373865892555,-0.0400588003965367,0.0714285714285714,"Myotis_albescens","SP274"
"Myotis auriculus","mammal","Chiroptera","Vespertilionidae",21,"prec",-0.1217782777485,-0.122385680173489,0.0555555555555556,"Myotis_auriculus","SP275"
"Myotis californicus","mammal","Chiroptera","Vespertilionidae",111,"prec",0.407710996327039,0.432862779858583,0.00925925925925926,"Myotis_californicus","SP276"
"Myotis ciliolabrum","mammal","Chiroptera","Vespertilionidae",40,"prec",-0.113882807080716,-0.114379000535191,0.027027027027027,"Myotis_ciliolabrum","SP277"
"Myotis evotis","mammal","Chiroptera","Vespertilionidae",56,"prec",-0.0747696086964286,-0.0749094109610162,0.0188679245283019,"Myotis_evotis","SP278"
"Myotis keaysi","mammal","Chiroptera","Vespertilionidae",7,"prec",0.371724077247833,0.390422120384255,0.25,"Myotis_keaysi","SP279"
"Myotis keenii","mammal","Chiroptera","Vespertilionidae",24,"prec",-0.143240562971474,-0.144232466166235,0.0476190476190476,"Myotis_keenii","SP280"
"Myotis leibii","mammal","Chiroptera","Vespertilionidae",12,"prec",-0.57943312659611,-0.661608890587373,0.111111111111111,"Myotis_leibii","SP281"
"Myotis lucifugus","mammal","Chiroptera","Vespertilionidae",181,"prec",-0.00110753811874174,-0.00110753857159255,0.00561797752808989,"Myotis_lucifugus","SP282"
"Myotis muricola","mammal","Chiroptera","Vespertilionidae",5,"prec",0.570569304510686,0.648366539728536,0.5,"Myotis_muricola","SP283"
"Myotis myotis","mammal","Chiroptera","Vespertilionidae",7,"prec",0.170273388897191,0.171948201951024,0.25,"Myotis_myotis","SP284"
"Myotis nigricans","mammal","Chiroptera","Vespertilionidae",39,"prec",-0.0483620461918889,-0.0483998036543058,0.0277777777777778,"Myotis_nigricans","SP285"
"Myotis occultus","mammal","Chiroptera","Vespertilionidae",21,"prec",0.196605907475245,0.19919952451144,0.0555555555555556,"Myotis_occultus","SP286"
"Myotis riparius","mammal","Chiroptera","Vespertilionidae",10,"prec",-0.132310983783445,-0.133091283737599,0.142857142857143,"Myotis_riparius","SP287"
"Myotis thysanodes","mammal","Chiroptera","Vespertilionidae",30,"prec",0.128693704055498,0.129411326882448,0.037037037037037,"Myotis_thysanodes","SP288"
"Myotis velifer","mammal","Chiroptera","Vespertilionidae",31,"prec",0.130480792207632,0.131228938438455,0.0357142857142857,"Myotis_velifer","SP289"
"Myotis volans","mammal","Chiroptera","Vespertilionidae",63,"prec",-0.0847043946177889,-0.0849078512023657,0.0166666666666667,"Myotis_volans","SP290"
"Myotis yumanensis","mammal","Chiroptera","Vespertilionidae",88,"prec",0.146087631683119,0.147140393238543,0.0117647058823529,"Myotis_yumanensis","SP291"
"Napaeozapus insignis","mammal","Rodentia","Dipodidae",27,"prec",-0.206601498693252,-0.209618694478728,0.0416666666666667,"Napaeozapus_insignis","SP292"
"Natalus stramineus","mammal","Chiroptera","Natalidae",8,"prec",-0.242051454844096,-0.246952094849046,0.2,"Natalus_stramineus","SP293"
"Neacomys spinosus","mammal","Rodentia","Cricetidae",6,"prec",0.845374443253822,1.23971552741395,0.333333333333333,"Neacomys_spinosus","SP294"
"Necromys lasiurus","mammal","Rodentia","Cricetidae",9,"prec",-0.125389131823665,-0.126052542214895,0.166666666666667,"Necromys_lasiurus","SP295"
"Neoromicia capensis","mammal","Chiroptera","Vespertilionidae",14,"prec",-0.385010813400334,-0.405929270606529,0.0909090909090909,"Neoromicia_capensis","SP296"
"Neoromicia nanus","mammal","Chiroptera","Vespertilionidae",9,"prec",0.580025337100924,0.662500889502665,0.166666666666667,"Neoromicia_nanus","SP297"
"Neotetracus sinensis","mammal","Insectivora","Erinaceidae",5,"prec",-0.00201474557613744,-0.00201474830222899,0.5,"Neotetracus_sinensis","SP298"
"Neotoma albigula","mammal","Rodentia","Cricetidae",205,"prec",0.142828797711471,0.143812100675952,0.00495049504950495,"Neotoma_albigula","SP299"
"Neotoma bryanti","mammal","Rodentia","Cricetidae",8,"prec",0.125128259510572,0.125787511639154,0.2,"Neotoma_bryanti","SP300"
"Neotoma cinerea","mammal","Rodentia","Cricetidae",108,"prec",-0.199552783964782,-0.202266747382915,0.00952380952380952,"Neotoma_cinerea","SP301"
"Neotoma floridana","mammal","Rodentia","Cricetidae",21,"prec",-0.425384785360349,-0.454248228104723,0.0555555555555556,"Neotoma_floridana","SP302"
"Neotoma fuscipes","mammal","Rodentia","Cricetidae",53,"prec",0.2671824696362,0.273827225757462,0.02,"Neotoma_fuscipes","SP303"
"Neotoma lepida","mammal","Rodentia","Cricetidae",138,"prec",0.146902445028556,0.147973076683862,0.00740740740740741,"Neotoma_lepida","SP304"
"Neotoma leucodon","mammal","Rodentia","Cricetidae",25,"prec",0.332924518552631,0.34611374411623,0.0454545454545455,"Neotoma_leucodon","SP305"
"Neotoma macrotis","mammal","Rodentia","Cricetidae",53,"prec",-0.411514264074847,-0.437432832435257,0.02,"Neotoma_macrotis","SP306"
"Neotoma mexicana","mammal","Rodentia","Cricetidae",95,"prec",-0.213201555632978,-0.216522974360545,0.0108695652173913,"Neotoma_mexicana","SP307"
"Neotoma micropus","mammal","Rodentia","Cricetidae",15,"prec",0.455849942437203,0.492060056002829,0.0833333333333333,"Neotoma_micropus","SP308"
"Neotoma stephensi","mammal","Rodentia","Cricetidae",15,"prec",-0.0272833588229589,-0.0272901315921873,0.0833333333333333,"Neotoma_stephensi","SP309"
"Neovison vison","mammal","Carnivora","Mustelidae",107,"prec",0.269238079770072,0.276042173024112,0.00961538461538462,"Neovison_vison","SP310"
"Neurotrichus gibbsii","mammal","Eulipotyphla","Talpidae",129,"prec",-0.183475454399225,-0.185576857483702,0.00793650793650794,"Neurotrichus_gibbsii","SP311"
"Noctilio albiventris","mammal","Chiroptera","Noctilionidae",11,"prec",0.427450335946909,0.456772834445496,0.125,"Noctilio_albiventris","SP312"
"Noctilio leporinus","mammal","Chiroptera","Noctilionidae",23,"prec",-0.29949439659008,-0.308964088597888,0.05,"Noctilio_leporinus","SP313"
"Notiosorex crawfordi","mammal","Passeriformes","Malaconotidae",60,"prec",0.310042341846462,0.320592253489764,0.0175438596491228,"Notiosorex_crawfordi","SP314"
"Nycteris thebaica","mammal","Chiroptera","Nycteridae",6,"prec",0.00506970816200148,0.00506975159645106,0.333333333333333,"Nycteris_thebaica","SP315"
"Nycticeius humeralis","mammal","Chiroptera","Vespertilionidae",8,"prec",0.854483529086472,1.27253611646904,0.2,"Nycticeius_humeralis","SP316"
"Nyctimene albiventer","mammal","Chiroptera","Pteropodidae",5,"prec",0.0716404794688126,0.0717634198122299,0.5,"Nyctimene_albiventer","SP317"
"Nyctinomops femorosaccus","mammal","Chiroptera","Molossidae",7,"prec",-0.136422054351534,-0.137277948189156,0.25,"Nyctinomops_femorosaccus","SP318"
"Nyctinomops macrotis","mammal","Chiroptera","Molossidae",16,"prec",0.0949956379483884,0.0952829474995232,0.0769230769230769,"Nyctinomops_macrotis","SP319"
"Nyctomys sumichrasti","mammal","Rodentia","Cricetidae",8,"prec",0.656236713551151,0.786174983987055,0.2,"Nyctomys_sumichrasti","SP320"
"Ochotona collaris","mammal","Lagomorpha","Ochotonidae",65,"prec",0.140161256472354,0.14109006014555,0.0161290322580645,"Ochotona_collaris","SP321"
"Ochotona dauurica","mammal","Lagomorpha","Ochotonidae",8,"prec",0.594970530684173,0.685325355393007,0.2,"Ochotona_dauurica","SP322"
"Ochotona hyperborea","mammal","Lagomorpha","Ochotonidae",23,"prec",-0.399988276550133,-0.423634973783577,0.05,"Ochotona_hyperborea","SP323"
"Ochotona pallasi","mammal","Lagomorpha","Ochotonidae",24,"prec",-0.268229076379382,-0.27495462958766,0.0476190476190476,"Ochotona_pallasi","SP324"
"Ochotona princeps","mammal","Lagomorpha","Ochotonidae",148,"prec",0.218667580027334,0.222256350164944,0.00689655172413793,"Ochotona_princeps","SP325"
"Ochrotomys nuttalli","mammal","Rodentia","Cricetidae",5,"prec",-0.184372940052078,-0.186505766442375,0.5,"Ochrotomys_nuttalli","SP326"
"Octodon degus","mammal","Rodentia","Octodontidae",7,"prec",-0.725172800936249,-0.918469982891888,0.25,"Octodon_degus","SP327"
"Odocoileus hemionus","mammal","Artiodactyla","Cervidae",13,"prec",0.256401066476142,0.262252397429752,0.1,"Odocoileus_hemionus","SP328"
"Odocoileus virginianus","mammal","Artiodactyla","Cervidae",14,"prec",0.294187180682835,0.303144021736954,0.0909090909090909,"Odocoileus_virginianus","SP329"
"Oecomys bicolor","mammal","Rodentia","Cricetidae",8,"prec",0.581763189447493,0.665123820989996,0.2,"Oecomys_bicolor","SP330"
"Oligoryzomys fulvescens","mammal","Rodentia","Cricetidae",22,"prec",-0.0375287941133098,-0.0375464276646974,0.0526315789473684,"Oligoryzomys_fulvescens","SP331"
"Oligoryzomys longicaudatus","mammal","Rodentia","Cricetidae",53,"prec",-0.080721306404548,-0.0808973198287022,0.02,"Oligoryzomys_longicaudatus","SP332"
"Oligoryzomys microtis","mammal","Rodentia","Cricetidae",16,"prec",0.346456234171573,0.361410953036512,0.0769230769230769,"Oligoryzomys_microtis","SP333"
"Ondatra zibethicus","mammal","Rodentia","Cricetidae",34,"prec",0.136067819730421,0.136917013650607,0.032258064516129,"Ondatra_zibethicus","SP334"
"Onychomys arenicola","mammal","Rodentia","Cricetidae",25,"prec",0.223294448360903,0.227120771333927,0.0454545454545455,"Onychomys_arenicola","SP335"
"Onychomys leucogaster","mammal","Rodentia","Cricetidae",109,"prec",0.402526513532546,0.426660316494819,0.00943396226415094,"Onychomys_leucogaster","SP336"
"Onychomys torridus","mammal","Rodentia","Cricetidae",115,"prec",0.271759761119503,0.278762933398317,0.00892857142857143,"Onychomys_torridus","SP337"
